OFFICIAL ELECTION RESULTS
Bucks
nameplace,Contest Name,Candidate Name,Votes,Voter Turnout
"Richland Twp #4","Alternate Delegate to the Republican National Convention  (Rep)","Write-in","1","25.36%"
"Richland Twp #4","Alternate Delegate to the Republican National Convention  (Rep)","Write-in","1","25.36%"
"Richland Twp #4","Alternate Delegate to the Republican National Convention  (Rep)","Write-in","1","25.36%"
"Richland Twp #4","Richland Twp Dist 4 Committeeman (Rep)","Chris Vanelli","249","25.36%"
"Richland Twp #4","Richland Twp Dist 4 Committeeman (Rep)","Write-in","2","25.36%"
"Richland Twp #4","Richland Twp Dist 4 Committeewoman (Rep)","Lynne Whitham","245","25.36%"
"Richland Twp #4","Richland Twp Dist 4 Committeewoman (Rep)","Write-in","2","25.36%"
"Richlandtown Boro","Presidential Electors  (Dem)","Joseph R. Biden, Jr.","58","29.99%"
"Richlandtown Boro","Presidential Electors  (Dem)","Dean Phillips","6","29.99%"
"Richlandtown Boro","Presidential Electors  (Dem)","Write-in","5","29.99%"
"Richlandtown Boro","Presidential Electors (Rep)","Nikki R. Haley","23","29.99%"
"Richlandtown Boro","Presidential Electors (Rep)","Donald J. Trump","104","29.99%"
"Richlandtown Boro","Presidential Electors (Rep)","Write-in","2","29.99%"
"Richlandtown Boro","United States Senator (Dem)","Robert P. Casey, Jr.","68","29.99%"
"Richlandtown Boro","United States Senator (Dem)","Write-in","1","29.99%"
"Richlandtown Boro","United States Senator (Rep)","Dave McCormick","115","29.99%"
"Richlandtown Boro","United States Senator (Rep)","Write-in","2","29.99%"
"Richlandtown Boro","Attorney General (Dem)","Jack Stollsteimer","11","29.99%"
"Richlandtown Boro","Attorney General (Dem)","Eugene DePasquale","1","29.99%"
"Richlandtown Boro","Attorney General (Dem)","Joe Khan","34","29.99%"
"Richlandtown Boro","Attorney General (Dem)","Keir Bradford-Grey","12","29.99%"
"Richlandtown Boro","Attorney General (Dem)","Jared Solomon","10","29.99%"
"Richlandtown Boro","Attorney General (Dem)","Write-in","0","29.99%"
"Richlandtown Boro","Attorney General (Rep)","Dave Sunday","71","29.99%"
"Richlandtown Boro","Attorney General (Rep)","Craig Williams","48","29.99%"
"Richlandtown Boro","Attorney General (Rep)","Write-in","1","29.99%"
"Richlandtown Boro","Auditor General (Dem)","Malcolm Kenyatta","25","29.99%"
"Richlandtown Boro","Auditor General (Dem)","Mark Pinsley","42","29.99%"
"Richlandtown Boro","Auditor General (Dem)","Write-in","0","29.99%"
"Richlandtown Boro","Auditor General (Rep)","Tim DeFoor","114","29.99%"
"Richlandtown Boro","Auditor General (Rep)","Write-in","0","29.99%"
"Richlandtown Boro","State Treasurer (Dem)","Ryan Bizzarro","25","29.99%"
"Richlandtown Boro","State Treasurer (Dem)","Erin McClelland","39","29.99%"
"Richlandtown Boro","State Treasurer (Dem)","Write-in","0","29.99%"
"Richlandtown Boro","State Treasurer (Rep)","Stacy Garrity","113","29.99%"
"Richlandtown Boro","State Treasurer (Rep)","Write-in","0","29.99%"
"Richlandtown Boro","Representative in Congress (Dem)","Ashley Ehasz","67","29.99%"
"Richlandtown Boro","Representative in Congress (Dem)","Write-in","1","29.99%"
"Richlandtown Boro","Representative in Congress (Rep)","Brian Fitzpatrick","69","29.99%"
"Richlandtown Boro","Representative in Congress (Rep)","Mark Houck","57","29.99%"
"Richlandtown Boro","Representative in Congress (Rep)","Write-in","0","29.99%"
"Richlandtown Boro","Representative in the General Assembly 145th (Dem)","Vera Cole","65","29.99%"
"Richlandtown Boro","Representative in the General Assembly 145th (Dem)","Write-in","0","29.99%"
"Richlandtown Boro","Representative in the General Assembly 145th (Rep)","Craig Staats","122","29.99%"
"Richlandtown Boro","Representative in the General Assembly 145th (Rep)","Write-in","1","29.99%"
"Richlandtown Boro","Delegate to the Democratic National Convention (Dem)","Arthur Steinberg","47","29.99%"
"Richlandtown Boro","Delegate to the Democratic National Convention (Dem)","Diane M. Ellis-Marseglia","55","29.99%"
"Richlandtown Boro","Delegate to the Democratic National Convention (Dem)","Eleanor Breslin","51","29.99%"
"Richlandtown Boro","Delegate to the Democratic National Convention (Dem)","Steven Santarsiero","48","29.99%"
"Richlandtown Boro","Delegate to the Democratic National Convention (Dem)","Yota Palli","43","29.99%"
"Richlandtown Boro","Delegate to the Democratic National Convention (Dem)","Charles Quann","46","29.99%"
"Richlandtown Boro","Delegate to the Democratic National Convention (Dem)","Write-in","1","29.99%"
"Richlandtown Boro","Delegate to the Democratic National Convention (Dem)","Write-in","0","29.99%"
"Richlandtown Boro","Delegate to the Democratic National Convention (Dem)","Write-in","0","29.99%"
"Richlandtown Boro","Delegate to the Democratic National Convention (Dem)","Write-in","0","29.99%"
"Richlandtown Boro","Delegate to the Democratic National Convention (Dem)","Write-in","0","29.99%"
"Richlandtown Boro","Delegate to the Democratic National Convention (Dem)","Write-in","0","29.99%"
"Richlandtown Boro","Delegate to the Republican National Convention  (Rep)","Marie Miller","56","29.99%"
"Richlandtown Boro","Delegate to the Republican National Convention  (Rep)","Ellen Cox","42","29.99%"
"Richlandtown Boro","Delegate to the Republican National Convention  (Rep)","Liz Diehl","62","29.99%"
"Richlandtown Boro","Delegate to the Republican National Convention  (Rep)","Jim Worthington","78","29.99%"
"Richlandtown Boro","Delegate to the Republican National Convention  (Rep)","David A. Christian","53","29.99%"
"Richlandtown Boro","Delegate to the Republican National Convention  (Rep)","Write-in","0","29.99%"
"Richlandtown Boro","Delegate to the Republican National Convention  (Rep)","Write-in","0","29.99%"
"Richlandtown Boro","Delegate to the Republican National Convention  (Rep)","Write-in","0","29.99%"
"Richlandtown Boro","Alternate Delegate to the Republican National Convention  (Rep)","Mike Domanico","66","29.99%"
"Richlandtown Boro","Alternate Delegate to the Republican National Convention  (Rep)","Vanessa Maurer","41","29.99%"
"Richlandtown Boro","Alternate Delegate to the Republican National Convention  (Rep)","Kathie Doyle","58","29.99%"
"Richlandtown Boro","Alternate Delegate to the Republican National Convention  (Rep)","Khalif M. Williams, Sr.","22","29.99%"
"Richlandtown Boro","Alternate Delegate to the Republican National Convention  (Rep)","Ron Arooj","13","29.99%"
"Richlandtown Boro","Alternate Delegate to the Republican National Convention  (Rep)","Andrea Winstanley","38","29.99%"
"Richlandtown Boro","Alternate Delegate to the Republican National Convention  (Rep)","Sharon Diasio","34","29.99%"
"Richlandtown Boro","Alternate Delegate to the Republican National Convention  (Rep)","Write-in","1","29.99%"
"Richlandtown Boro","Alternate Delegate to the Republican National Convention  (Rep)","Write-in","0","29.99%"
"Richlandtown Boro","Alternate Delegate to the Republican National Convention  (Rep)","Write-in","0","29.99%"
"Richlandtown Boro","Richlandtown Boro Committeeman (Rep)","Mark S. Slopey","108","29.99%"
"Richlandtown Boro","Richlandtown Boro Committeeman (Rep)","Write-in","0","29.99%"
"Richlandtown Boro","Richlandtown Boro Committeewoman (Rep)","Iolanda Logan","110","29.99%"
"Richlandtown Boro","Richlandtown Boro Committeewoman (Rep)","Write-in","2","29.99%"
"Rieglesville Boro","Presidential Electors  (Dem)","Joseph R. Biden, Jr.","105","38.50%"
"Rieglesville Boro","Presidential Electors  (Dem)","Dean Phillips","6","38.50%"
"Rieglesville Boro","Presidential Electors  (Dem)","Write-in","3","38.50%"
"Rieglesville Boro","Presidential Electors (Rep)","Nikki R. Haley","14","38.50%"
"Rieglesville Boro","Presidential Electors (Rep)","Donald J. Trump","86","38.50%"
"Rieglesville Boro","Presidential Electors (Rep)","Write-in","0","38.50%"
"Rieglesville Boro","United States Senator (Dem)","Robert P. Casey, Jr.","114","38.50%"
"Rieglesville Boro","United States Senator (Dem)","Write-in","0","38.50%"
"Rieglesville Boro","United States Senator (Rep)","Dave McCormick","90","38.50%"
"Rieglesville Boro","United States Senator (Rep)","Write-in","2","38.50%"
"Rieglesville Boro","Attorney General (Dem)","Jack Stollsteimer","15","38.50%"
"Rieglesville Boro","Attorney General (Dem)","Eugene DePasquale","2","38.50%"
"Rieglesville Boro","Attorney General (Dem)","Joe Khan","84","38.50%"
"Rieglesville Boro","Attorney General (Dem)","Keir Bradford-Grey","8","38.50%"
"Rieglesville Boro","Attorney General (Dem)","Jared Solomon","6","38.50%"
"Rieglesville Boro","Attorney General (Dem)","Write-in","0","38.50%"
"Rieglesville Boro","Attorney General (Rep)","Dave Sunday","68","38.50%"
"Rieglesville Boro","Attorney General (Rep)","Craig Williams","25","38.50%"
"Rieglesville Boro","Attorney General (Rep)","Write-in","1","38.50%"
"Rieglesville Boro","Auditor General (Dem)","Malcolm Kenyatta","54","38.50%"
"Rieglesville Boro","Auditor General (Dem)","Mark Pinsley","59","38.50%"
"Rieglesville Boro","Auditor General (Dem)","Write-in","0","38.50%"
"Rieglesville Boro","Auditor General (Rep)","Tim DeFoor","89","38.50%"
"Rieglesville Boro","Auditor General (Rep)","Write-in","2","38.50%"
"Rieglesville Boro","State Treasurer (Dem)","Ryan Bizzarro","68","38.50%"
"Rieglesville Boro","State Treasurer (Dem)","Erin McClelland","45","38.50%"
"Rieglesville Boro","State Treasurer (Dem)","Write-in","0","38.50%"
"Rieglesville Boro","State Treasurer (Rep)","Stacy Garrity","90","38.50%"
"Rieglesville Boro","State Treasurer (Rep)","Write-in","1","38.50%"
"Rieglesville Boro","Representative in Congress (Dem)","Ashley Ehasz","113","38.50%"
"Rieglesville Boro","Representative in Congress (Dem)","Write-in","0","38.50%"
"Rieglesville Boro","Representative in Congress (Rep)","Brian Fitzpatrick","44","38.50%"
"Rieglesville Boro","Representative in Congress (Rep)","Mark Houck","53","38.50%"
"Rieglesville Boro","Representative in Congress (Rep)","Write-in","0","38.50%"
"Rieglesville Boro","Representative in the General Assembly 145th (Dem)","Vera Cole","115","38.50%"
"Rieglesville Boro","Representative in the General Assembly 145th (Dem)","Write-in","0","38.50%"
"Rieglesville Boro","Representative in the General Assembly 145th (Rep)","Craig Staats","90","38.50%"
"Rieglesville Boro","Representative in the General Assembly 145th (Rep)","Write-in","0","38.50%"
"Rieglesville Boro","Delegate to the Democratic National Convention (Dem)","Arthur Steinberg","95","38.50%"
"Rieglesville Boro","Delegate to the Democratic National Convention (Dem)","Diane M. Ellis-Marseglia","101","38.50%"
"Rieglesville Boro","Delegate to the Democratic National Convention (Dem)","Eleanor Breslin","99","38.50%"
"Rieglesville Boro","Delegate to the Democratic National Convention (Dem)","Steven Santarsiero","95","38.50%"
"Rieglesville Boro","Delegate to the Democratic National Convention (Dem)","Yota Palli","92","38.50%"
"Rieglesville Boro","Delegate to the Democratic National Convention (Dem)","Charles Quann","93","38.50%"
"Rieglesville Boro","Delegate to the Democratic National Convention (Dem)","Write-in","2","38.50%"
"Rieglesville Boro","Delegate to the Democratic National Convention (Dem)","Write-in","2","38.50%"
"Rieglesville Boro","Delegate to the Democratic National Convention (Dem)","Write-in","2","38.50%"
"Rieglesville Boro","Delegate to the Democratic National Convention (Dem)","Write-in","2","38.50%"
"Rieglesville Boro","Delegate to the Democratic National Convention (Dem)","Write-in","2","38.50%"
"Rieglesville Boro","Delegate to the Democratic National Convention (Dem)","Write-in","2","38.50%"
"Rieglesville Boro","Delegate to the Republican National Convention  (Rep)","Marie Miller","40","38.50%"
"Rieglesville Boro","Delegate to the Republican National Convention  (Rep)","Ellen Cox","41","38.50%"
"Rieglesville Boro","Delegate to the Republican National Convention  (Rep)","Liz Diehl","42","38.50%"
"Rieglesville Boro","Delegate to the Republican National Convention  (Rep)","Jim Worthington","67","38.50%"
"Rieglesville Boro","Delegate to the Republican National Convention  (Rep)","David A. Christian","39","38.50%"
"Rieglesville Boro","Delegate to the Republican National Convention  (Rep)","Write-in","1","38.50%"
"Rieglesville Boro","Delegate to the Republican National Convention  (Rep)","Write-in","1","38.50%"
"Rieglesville Boro","Delegate to the Republican National Convention  (Rep)","Write-in","1","38.50%"
"Rieglesville Boro","Alternate Delegate to the Republican National Convention  (Rep)","Mike Domanico","43","38.50%"
"Rieglesville Boro","Alternate Delegate to the Republican National Convention  (Rep)","Vanessa Maurer","39","38.50%"
"Rieglesville Boro","Alternate Delegate to the Republican National Convention  (Rep)","Kathie Doyle","52","38.50%"
"Rieglesville Boro","Alternate Delegate to the Republican National Convention  (Rep)","Khalif M. Williams, Sr.","15","38.50%"
"Rieglesville Boro","Alternate Delegate to the Republican National Convention  (Rep)","Ron Arooj","8","38.50%"
"Rieglesville Boro","Alternate Delegate to the Republican National Convention  (Rep)","Andrea Winstanley","32","38.50%"
"Rieglesville Boro","Alternate Delegate to the Republican National Convention  (Rep)","Sharon Diasio","35","38.50%"
"Rieglesville Boro","Alternate Delegate to the Republican National Convention  (Rep)","Write-in","1","38.50%"
"Rieglesville Boro","Alternate Delegate to the Republican National Convention  (Rep)","Write-in","1","38.50%"
"Rieglesville Boro","Alternate Delegate to the Republican National Convention  (Rep)","Write-in","1","38.50%"
"Rieglesville Boro","Riegelsville Boro Committeeman (Rep)","Roger W. Vonah","85","38.50%"
"Rieglesville Boro","Riegelsville Boro Committeeman (Rep)","Write-in","1","38.50%"
"Rieglesville Boro","Riegelsville Boro Committeewoman (Rep)","Therese Johnsen","84","38.50%"
"Rieglesville Boro","Riegelsville Boro Committeewoman (Rep)","Write-in","3","38.50%"
"Sellersville Boro 1st","Presidential Electors  (Dem)","Joseph R. Biden, Jr.","123","27.53%"
"Sellersville Boro 1st","Presidential Electors  (Dem)","Dean Phillips","8","27.53%"
"Sellersville Boro 1st","Presidential Electors  (Dem)","Write-in","2","27.53%"
"Sellersville Boro 1st","Presidential Electors (Rep)","Nikki R. Haley","17","27.53%"
"Sellersville Boro 1st","Presidential Electors (Rep)","Donald J. Trump","101","27.53%"
"Sellersville Boro 1st","Presidential Electors (Rep)","Write-in","1","27.53%"
"Sellersville Boro 1st","United States Senator (Dem)","Robert P. Casey, Jr.","134","27.53%"
"Sellersville Boro 1st","United States Senator (Dem)","Write-in","1","27.53%"
"Sellersville Boro 1st","United States Senator (Rep)","Dave McCormick","110","27.53%"
"Sellersville Boro 1st","United States Senator (Rep)","Write-in","0","27.53%"
"Sellersville Boro 1st","Attorney General (Dem)","Jack Stollsteimer","29","27.53%"
"Sellersville Boro 1st","Attorney General (Dem)","Eugene DePasquale","5","27.53%"
"Sellersville Boro 1st","Attorney General (Dem)","Joe Khan","83","27.53%"
"Sellersville Boro 1st","Attorney General (Dem)","Keir Bradford-Grey","10","27.53%"
"Sellersville Boro 1st","Attorney General (Dem)","Jared Solomon","7","27.53%"
"Sellersville Boro 1st","Attorney General (Dem)","Write-in","1","27.53%"
"Sellersville Boro 1st","Attorney General (Rep)","Dave Sunday","81","27.53%"
"Sellersville Boro 1st","Attorney General (Rep)","Craig Williams","33","27.53%"
"Sellersville Boro 1st","Attorney General (Rep)","Write-in","0","27.53%"
"Sellersville Boro 1st","Auditor General (Dem)","Malcolm Kenyatta","83","27.53%"
"Sellersville Boro 1st","Auditor General (Dem)","Mark Pinsley","48","27.53%"
"Sellersville Boro 1st","Auditor General (Dem)","Write-in","1","27.53%"
"Sellersville Boro 1st","Auditor General (Rep)","Tim DeFoor","107","27.53%"
